Societe,Statement,Indicateur,Indicateur_raw,Cle_indicateur,Date,Annee,Periode,Valeur,Occurrence,Devise,Echelle,Type_donnee,Source
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2016-03-31,2016,T1,-895643.001,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2016-09-30,2016,9M,-1114784.618,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2017-03-31,2017,T1,-1533468.321,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2017-09-30,2017,9M,-2426598.446,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2018-03-31,2018,T1,-2875268.211,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2018-09-30,2018,9M,-3168153.596,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2019-03-31,2019,T1,-3629894.005,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2019-09-30,2019,9M,-3335421.221,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2020-03-31,2020,T1,-3444094.971,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2020-09-30,2020,9M,-3840228.121,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2021-03-31,2021,T1,-3978817.038,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Amortissements des immobilisations incorporelles,Amortissements des immobilisations incorporelles,amortissementsdesimmobilisationsincorporelles,2021-09-30,2021,9M,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2005-09-30,2005,9M,2394922.26,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2006-03-31,2006,T1,1790402.862,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2006-09-30,2006,9M,2769701.582,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2007-03-31,2007,T1,4935311.393,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2007-09-30,2007,9M,4311604.918,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2008-03-31,2008,T1,6977033.616,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2008-09-30,2008,9M,7303634.527,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2009-03-31,2009,T1,3845299.768,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2009-09-30,2009,9M,2617696.834,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2010-03-31,2010,T1,3691346.814,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2010-09-30,2010,9M,4047096.229,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2011-03-31,2011,T1,5388979.573,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2011-09-30,2011,9M,5750310.373,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2012-03-31,2012,T1,4614951.374,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2012-09-30,2012,9M,5787780.204,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2013-03-31,2013,T1,8588318.725,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2013-09-30,2013,9M,10329763.044,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2014-03-31,2014,T1,13623483.368,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2014-09-30,2014,9M,13807868.629,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2015-03-31,2015,T1,16415029.382,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2015-09-30,2015,9M,17397988.888,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2016-03-31,2016,T1,11788659.109,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2016-09-30,2016,9M,10655152.24,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2017-03-31,2017,T1,12635573.888,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2017-09-30,2017,9M,16936838.03,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2018-03-31,2018,T1,20905290.24,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2018-09-30,2018,9M,29993141.588,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2019-03-31,2019,T1,30899006.96,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2019-09-30,2019,9M,21817339.804,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2020-03-31,2020,T1,39911424.9,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2020-09-30,2020,9M,43292025.822,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2021-03-31,2021,T1,31585738.445,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2021-09-30,2021,9M,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2022-03-31,2022,T1,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2022-09-30,2022,9M,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2023-03-31,2023,T1,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2023-09-30,2023,9M,32462064.061,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2024-03-31,2024,T1,28534757.477,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2024-09-30,2024,9M,27037009.736,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants,Autres actifs courants ,autresactifscourants,2025-03-31,2025,T1,26421486.192,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2014-03-31,2014,T1,13539273.368,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2014-09-30,2014,9M,13723658.629,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2015-03-31,2015,T1,16330819.382,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2015-09-30,2015,9M,17313778.888,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2016-03-31,2016,T1,11704449.109,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2016-09-30,2016,9M,10439353.74,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2017-03-31,2017,T1,12419048.379,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2017-09-30,2017,9M,16721039.53,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2018-03-31,2018,T1,20557903.24,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2018-09-30,2018,9M,29645754.588,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2019-03-31,2019,T1,30551619.96,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2019-09-30,2019,9M,21469952.804,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2020-03-31,2020,T1,39564037.9,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2020-09-30,2020,9M,42944638.822,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2021-03-31,2021,T1,31238351.445,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2021-09-30,2021,9M,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2022-03-31,2022,T1,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2022-09-30,2022,9M,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
SFBT,Bilan - Actif,Autres actifs courants aprés provisions,Autres actifs courants aprés provisions,autresactifscourantsapresprovisions,2023-03-31,2023,T1,,1,TND,unite,Estime,augmentation (estimation trimestrielle)
